号牌号码,罚款金额,记分值,违法时间,违法行为,违法地点,是否处理,缴款状态,号牌种类
浙HD00395,200,3,2019-11-21 09:41,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,（京台高速）江山市江郎山出口连接线0001KM700M（清湖街道东儒村路段）,已处理,已交款,小型新能源汽车
浙HD00395,50,0,2019-11-01 14:23,不按规定临时停车影响其他车辆和行人通行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型新能源汽车
浙HD00395,200,3,2019-10-03 07:59,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1808KM050M凤林村路口（现桩号205国道1839KM800M）,已处理,已交款,小型新能源汽车
浙HD00835,50,0,2019-12-12 15:20,不按规定临时停车影响其他车辆和行人通行的,江山市区中山路(中山路鹿溪路口至江滨路路口路段),已处理,已交款,小型新能源汽车
浙HD00835,50,0,2019-12-12 10:39,不按规定临时停车影响其他车辆和行人通行的,江山市区书院路(书院路鹿溪路口至安居路口路段),已处理,已交款,小型新能源汽车
浙HD00342,50,0,2019-12-05 09:24,驾驶机动车行驶时以手持方式使用电话的,江山市区凝秀南路与北泉街路口西口,已处理,已交款,小型新能源汽车
浙HD00593,50,0,2019-08-30 10:25,不按规定临时停车影响其他车辆和行人通行的,江山市区白渡路(白渡路鹿溪路路口至凝秀路路口路段)城北幼儿园西侧道路,已处理,已交款,小型新能源汽车
浙HD00357,50,0,2019-12-06 15:44,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型新能源汽车
浙HD02261,200,3,2019-11-17 23:33,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1828KM870M（205国道贺村镇天蓬集团路段）,已处理,已交款,小型新能源汽车
浙HD02261,500,12,2019-11-17 23:29,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的机动车行驶超过规定时速50%以上的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型新能源汽车
浙HD02261,200,6,2019-11-16 15:43,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型新能源汽车
浙HD02261,200,3,2019-10-02 17:31,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,兰贺线0098KM800M（315省道石灰坛路段）,已处理,已交款,小型新能源汽车
浙HD02261,50,0,2019-09-12 15:06,不按规定临时停车影响其他车辆和行人通行的,江山市区环城西路(环城西路南市街路口至南门路路口),已处理,已交款,小型新能源汽车
浙HD02261,100,2,2019-09-12 14:50,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型新能源汽车
浙HD02261,50,0,2019-08-23 10:10,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区江东大道(江东大道北关路口至北环路口路段),已处理,已交款,小型新能源汽车
浙H2B358,100,3,2019-12-05 16:07,机动车违反禁令标志指示的,大桥路-实验小学门口南口,已处理,已交款,小型汽车
浙H2B358,200,6,2019-11-24 08:52,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型汽车
浙H2B358,150,6,2019-11-10 20:17,驾驶机动车违反道路交通信号灯通行的,定阳北路-天马路路口东口,已处理,已交款,小型汽车
浙H2B358,50,0,2019-11-10 14:09,不按规定临时停车影响其他车辆和行人通行的,*天马路红旗街路口路段,已处理,已交款,小型汽车
浙H2B358,50,0,2019-11-08 18:59,不按规定临时停车影响其他车辆和行人通行的,定阳南路（靓车族汽车边）违停抓拍,已处理,已交款,小型汽车
浙H2B358,150,6,2019-09-15 14:21,驾驶机动车违反道路交通信号灯通行的,凝秀南路-北泉街南口,已处理,已交款,小型汽车
浙H2B358,50,0,2019-08-31 13:03,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙H2B358,100,3,2019-08-27 18:00,人行道不停车让行的,江山市区鹿溪南路(鹿溪南路的环城南路路口至城中路路口路段),已处理,已交款,小型汽车
浙H2B358,150,0,2019-07-28 07:53,不按规定停放影响其他车辆和行人通行的,大桥路-实验小学门口,已处理,已交款,小型汽车
浙H2B358,200,6,2018-04-15 15:51,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,龙丽线（S222）134KM850M附近方向(丽水往松阳),已处理,已交款,小型汽车
浙HD07887,50,0,2019-11-18 16:30,不按规定临时停车影响其他车辆和行人通行的,江山市区书院路(书院路鹿溪路口至安居路口路段),已处理,已交款,小型新能源汽车
浙HD07887,50,0,2019-10-16 15:25,不按规定临时停车影响其他车辆和行人通行的,江山市区北泉街(北泉街安居路路口至凝秀路路口路段),已处理,已交款,小型新能源汽车
浙HDY903,100,2,2019-12-02 06:56,不按所需行进方向驶入导向车道的,205国道江山市峡口镇迎宾路路口东口,已处理,已交款,小型汽车
浙HDY903,50,0,2019-09-15 09:35,不按规定临时停车影响其他车辆和行人通行的,江山市区航埠山路(航埠山路南市街口至南一街口路段),已处理,已交款,小型汽车
浙HDY903,100,3,2019-05-03 17:45,机动车违反禁令标志指示的,江山市区江津路单行道1东口,已处理,已交款,小型汽车
浙HDY903,50,0,2018-08-11 18:18,不按规定临时停车影响其他车辆和行人通行的,大桥路（邮政储蓄银行门口）违停抓拍,已处理,已交款,小型汽车
浙HDY903,50,0,2018-06-17 16:12,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区环城西路(环城西路云宾路路口至中山路路口路段),已处理,已交款,小型汽车
浙HD02571,50,0,2019-11-24 14:48,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区礼贤路与文教路北口（卡口）北口,已处理,已交款,小型新能源汽车
浙HD02571,50,0,2019-10-06 09:42,不按规定临时停车影响其他车辆和行人通行的,江山市坛石镇政府门口（违停）,已处理,已交款,小型新能源汽车
浙HD02571,50,0,2019-08-30 13:03,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区环城西路(环城西路云宾路路口至中山路路口路段),已处理,已交款,小型新能源汽车
浙HD02571,100,2,2019-08-11 12:21,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型新能源汽车
浙HD00327,100,3,2019-08-22 17:19,机动车违反禁令标志指示的,江山市区环城西路(环城西路的雪泉街路口),已处理,已交款,小型新能源汽车
浙HD02267,50,0,2019-10-21 11:28,不按规定临时停车影响其他车辆和行人通行的,江山市坛石镇坛贺线与江青线路口（违停）,已处理,已交款,小型新能源汽车
浙HD02267,150,0,2019-09-01 18:23,不按规定停放影响其他车辆和行人通行的,江山市区站前大道(站前大道鹿溪北路路口至凝秀北路路口路段),已处理,已交款,小型新能源汽车
浙HD00317,100,2,2019-07-22 18:51,不按所需行进方向驶入导向车道的,江山市区江滨南路与江电路路口北口,已处理,已交款,小型新能源汽车
浙HD03299,50,0,2019-08-14 16:01,不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路解放路路口至鹿溪路路口路段),已处理,已交款,小型新能源汽车
浙HD03299,50,0,2019-08-04 14:50,不按规定临时停车影响其他车辆和行人通行的,江山市区鹿溪南路(鹿溪南路的城中路路口至中山路路口路段),已处理,已交款,小型新能源汽车
浙HD03299,100,3,2019-08-04 14:44,机动车违反禁令标志指示的,民声路新华路,已处理,已交款,小型新能源汽车
浙HD03299,100,3,2019-07-19 17:05,机动车违反禁令标志指示的,江山市区江津路单行道1东口,已处理,已交款,小型新能源汽车
浙HD00615,100,3,2019-07-26 09:06,机动车违反禁令标志指示的,（CQ）天宁巷-旗杆巷路口单行线抓拍东口,已处理,已交款,小型新能源汽车
浙HD03006,200,6,2019-11-11 12:41,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,（京台高速）江山市江郎山出口连接线0001KM700M（清湖街道东儒村路段）,已处理,已交款,小型新能源汽车
浙HD03006,200,3,2019-09-24 08:16,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,兰贺线0098KM800M（315省道石灰坛路段）,已处理,已交款,小型新能源汽车
浙HD00364,50,0,2019-09-23 21:51,不按规定临时停车影响其他车辆和行人通行的,（XQ）三江东路阳光水岸小区门口南侧非机动车道违停球,已处理,已交款,小型新能源汽车
浙HD00262,50,0,2019-08-29 09:10,不按规定临时停车影响其他车辆和行人通行的,江山市区云宾路(云宾路鹿溪路口至县河东路路口路段),已处理,已交款,小型新能源汽车
浙HD00262,150,6,2019-08-27 15:28,驾驶机动车违反道路交通信号灯通行的,江山市解放南路-南一街路口南口,已处理,已交款,小型新能源汽车
浙HD00304,200,3,2019-10-19 15:14,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1828KM870M（205国道贺村镇天蓬集团路段）,已处理,已交款,小型新能源汽车
浙HD00361,200,6,2019-11-10 20:38,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型新能源汽车
浙HD00361,50,0,2019-09-20 11:03,不按规定临时停车影响其他车辆和行人通行的,江山市区凝秀路(凝秀路学府路路口),已处理,已交款,小型新能源汽车
浙HD00361,100,3,2019-08-24 06:27,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型新能源汽车
浙HD06861,150,6,2019-09-29 16:00,驾驶机动车违反道路交通信号灯通行的,鹿溪南路-环城南路路口西口,已处理,已交款,小型新能源汽车
浙HDY913,100,3,2019-11-17 15:34,机动车违反禁令标志指示的,（CQ）狮桥街-马站底路口西口,已处理,已交款,小型汽车
浙HDY913,200,6,2019-04-25 00:19,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1795KM800M（205国道石排山路段）,已处理,已交款,小型汽车
浙HDY913,100,3,2018-04-26 07:35,机动车违反禁止标线指示的,大成路-墩贺线北口,已处理,已交款,小型汽车
浙HDY913,200,6,2018-04-06 10:16,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1812KM150M（205国道祝家路口）,已处理,已交款,小型汽车
浙HDY913,100,3,2018-03-17 21:57,机动车违反禁止标线指示的,大成路-墩贺线西口,已处理,已交款,小型汽车
浙HDY913,100,3,2018-01-28 15:05,机动车违反禁止标线指示的,江东大道-迎宾大道南口,已处理,已交款,小型汽车
浙HDZ050,200,6,2019-12-05 12:03,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型汽车
浙HDZ050,200,3,2019-11-23 05:37,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1826KM600M（205国道贺村镇石排山路段）,未处理,未交款,小型汽车
浙HDZ050,200,3,2019-03-04 16:53,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1812KM150M（205国道祝家路口）,已处理,已交款,小型汽车
浙HDZ050,100,3,2018-10-27 10:27,机动车违反禁止标线指示的,文峰东路-天马路路口西口,已处理,已交款,小型汽车
浙HDZ050,100,2,2018-10-22 12:04,不按所需行进方向驶入导向车道的,天马路-江滨路路口西口,已处理,已交款,小型汽车
浙HDZ050,50,0,2018-07-25 10:36,不按规定临时停车影响其他车辆和行人通行的,江山市区南三街(南三街解放南路路口至南门路口路段),已处理,已交款,小型汽车
浙HDZ050,200,3,2018-04-16 19:02,违反禁令标志指示,沪闵高架西侧桂林路入口匝道,已处理,已交款,小型汽车
浙HDZ050,200,3,2018-01-26 16:06,违反禁令标志指示,中环路内圈吴中路入口匝道,已处理,已交款,小型汽车
浙HDZ082,200,6,2019-11-09 08:57,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,已处理,已交款,小型汽车
浙HDZ082,100,2,2019-08-16 11:00,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDZ082,50,0,2019-08-07 14:52,不按规定临时停车影响其他车辆和行人通行的,江山市区东岳路(东岳路虎山二街路口至虎山三街路口路段),已处理,已交款,小型汽车
浙HDZ082,200,3,2019-05-25 12:39,机动车逆向行驶的,凝秀南路-江城北路东口,已处理,已交款,小型汽车
浙HDZ082,0,0,2018-12-19 07:06,驾驶机动车在限速低于60公里/小时的公路上超过规定车速50%以下的,常新线0013桩000,已处理,无需交款,小型汽车
浙HDZ082,150,6,2018-08-02 05:23,驾驶机动车违反道路交通信号灯通行的,衢化路-通衢路北口,已处理,已交款,小型汽车
浙HDZ082,50,0,2018-07-20 15:52,不按规定临时停车影响其他车辆和行人通行的,十字街-天马路路段,已处理,已交款,小型汽车
浙HDZ082,50,0,2018-05-11 10:03,不按规定临时停车影响其他车辆和行人通行的,江山市区南门路(南门路南一街路口至南门路南市街路口路段),已处理,已交款,小型汽车
浙HDZ082,100,2,2018-02-15 15:00,不按所需行进方向驶入导向车道的,罗星街道阳光西路车站南路口,已处理,已交款,小型汽车
浙HDZ082,100,2,2018-01-28 20:30,不按所需行进方向驶入导向车道的,中山东路秀州路路口,已处理,已交款,小型汽车
浙HDZ092,50,0,2019-11-02 14:43,不按规定临时停车影响其他车辆和行人通行的,江溪线江山大陈乡（违停）,已处理,已交款,小型汽车
浙HDZ092,100,3,2019-07-17 16:34,机动车违反禁令标志指示的,江山市区环城西路(环城西路的雪泉街路口),已处理,已交款,小型汽车
浙HDZ092,50,0,2019-06-17 16:17,不按规定临时停车影响其他车辆和行人通行的,江山市区江滨路(江滨路的南三街路口至环城南路路口路段),已处理,已交款,小型汽车
浙HDZ092,50,0,2019-03-29 09:57,不按规定临时停车影响其他车辆和行人通行的,江山市区中山路(中山路鹿溪路口至江滨路路口路段),已处理,已交款,小型汽车
浙HDZ092,200,0,2018-07-06 09:12,不按规定停车,平福路四平公路南约100米,已处理,已交款,小型汽车
浙HDZ092,200,0,2018-07-05 09:06,不按规定停车,平福路四平公路东约100米,已处理,已交款,小型汽车
浙HDZ092,200,0,2018-06-18 08:54,不按规定停车,光复西路进白玉路东约100米,已处理,已交款,小型汽车
浙HDZ092,200,6,2018-05-02 10:32,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,S20外环高速内圈近32km路段,已处理,已交款,小型汽车
浙HDZ092,200,0,2018-03-25 09:35,不按规定停车,桥福路大庆西路(东)南约5米,已处理,已交款,小型汽车
浙HDZ092,100,3,2018-02-13 22:22,机动车违反禁止标线指示的,罗星街道阳光西路车站南路口,已处理,已交款,小型汽车
浙HD00203,200,3,2019-10-15 00:18,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1826KM600M（205国道贺村镇石排山路段）,已处理,已交款,小型新能源汽车
浙HD00203,50,0,2019-08-30 09:52,不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路鹿溪路路口至江滨路路口路段),已处理,已交款,小型新能源汽车
浙HDY916,50,0,2020-03-25 11:17,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江溪线(S221)0037KM221M,已处理,已交款,小型汽车
浙HDY916,50,0,2019-11-13 08:15,不按规定临时停车影响其他车辆和行人通行的,江山市贺村镇贺滨路与墩贺线路口,已处理,已交款,小型汽车
浙HDY916,200,6,2019-11-11 23:45,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市墩贺线0016KM680M（贺村镇丰益村委路段）,未处理,未交款,小型汽车
浙HDY916,50,0,2019-10-02 22:42,不按规定临时停车影响其他车辆和行人通行的,江山市解放路环城南路路口北违停,已处理,已交款,小型汽车
浙HDY916,200,3,2019-07-15 13:44,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1795KM800M（205国道石排山路段）,已处理,已交款,小型汽车
浙HDY916,200,3,2018-11-18 03:00,机动车逆向行驶的,天马路-江滨路路口东口,已处理,已交款,小型汽车
浙HDY916,200,3,2018-08-07 21:01,机动车逆向行驶的,朝阳路-定阳南路路口西口,已处理,已交款,小型汽车
浙HDY916,50,0,2018-07-24 14:50,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",山深线1806KM600M,已处理,已交款,小型汽车
浙HDY916,150,6,2018-05-26 13:38,驾驶机动车违反道路交通信号灯通行的,朝阳路-富足山村路口西口,已处理,已交款,小型汽车
浙HDY916,200,3,2018-04-30 19:35,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,兰贺线0110KM600M（315省道源口大桥）,已处理,已交款,小型汽车
浙HDY991,200,3,2019-11-08 11:50,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1826KM600M（205国道贺村镇石排山路段）,未处理,未交款,小型汽车
浙HDY991,200,3,2019-05-31 18:10,机动车逆向行驶的,解放路-城中路北口,已处理,已交款,小型汽车
浙HDY991,100,3,2019-03-28 08:53,机动车违反禁止标线指示的,江山市站前大道礼贤路口北口,已处理,已交款,小型汽车
浙HDY991,100,3,2019-03-18 08:03,人行道不停车让行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型汽车
浙HDY991,100,3,2018-04-11 18:00,机动车违反禁令标志指示的,云宾路-民声路,已处理,已交款,小型汽车
浙HDY991,50,0,2018-04-09 16:13,不按规定临时停车影响其他车辆和行人通行的,江山市区县河东路(县河东路云宾路口至中山路路口路段),已处理,已交款,小型汽车
浙HDY991,50,0,2018-01-11 11:21,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区环城西路(环城西路云宾路路口至中山路路口路段),已处理,已交款,小型汽车
浙HDY982,100,2,2019-10-06 14:55,不按所需行进方向驶入导向车道的,江山市区环城西路与西山路路口北口,已处理,已交款,小型汽车
浙HDY982,100,3,2019-09-26 15:28,机动车违反禁令标志指示的,（CQ）杨家巷-天宁巷路口西口,已处理,已交款,小型汽车
浙HDY982,200,6,2019-03-17 16:53,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,兰贺线0110KM950M（315省道源口村路段）,已处理,已交款,小型汽车
浙HDY982,100,3,2018-10-19 10:37,机动车违反禁令标志指示的,江山市站前大道礼贤路口西口,已处理,已交款,小型汽车
浙HDY982,100,3,2018-04-03 19:44,机动车违反禁止标线指示的,大成路-墩贺线西口,已处理,已交款,小型汽车
浙HDY982,50,0,2018-04-02 11:01,"在高速公路或城市快速路以外的道路上行驶时,驾驶人未按规定使用安全带的",江山市区环城西路(环城西路云宾路路口至中山路路口路段),已处理,已交款,小型汽车
浙HDZ055,200,3,2019-10-01 00:59,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1828KM870M（205国道贺村镇天蓬集团路段）,已处理,已交款,小型汽车
浙HDZ055,50,0,2019-09-30 11:03,不按规定临时停车影响其他车辆和行人通行的,江山市区城中路(城中路解放路路口至鹿溪路路口路段),已处理,已交款,小型汽车
浙HDZ055,100,3,2019-09-30 10:55,机动车违反禁令标志指示的,鹿溪路新华路,已处理,已交款,小型汽车
浙HDZ055,150,6,2019-08-09 13:12,驾驶机动车违反道路交通信号灯通行的,山海路-七里桥西口,已处理,已交款,小型汽车
浙HDZ055,200,3,2019-07-20 17:52,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,兰贺线0098KM800M（315省道石灰坛路段）,已处理,已交款,小型汽车
浙HDZ055,50,0,2019-07-07 14:44,不按规定临时停车影响其他车辆和行人通行的,江山市清湖街道清泉路的老水张线路口（违停）,已处理,已交款,小型汽车
浙HDZ055,100,3,2019-06-13 09:16,机动车违反禁令标志指示的,民声路江城北路,已处理,已交款,小型汽车
浙HDZ055,200,3,2019-03-21 17:54,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,兰贺线0098KM800M（315省道石灰坛路段）,已处理,已交款,小型汽车
浙HDZ055,50,0,2018-12-13 19:56,不按规定临时停车影响其他车辆和行人通行的,松阳县北山路与长虹中路附近,已处理,已交款,小型汽车
浙HDZ055,100,3,2018-09-23 16:43,逆向行驶,山深线1885公里580米,已处理,已交款,小型汽车
浙HD01164,100,2,2019-10-14 12:33,不按所需行进方向驶入导向车道的,江山市凝秀路-北环路东口,已处理,已交款,小型新能源汽车
浙HD01164,200,3,2019-10-01 18:06,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1839KM800M（205国道凤林镇凤林路口）,已处理,已交款,小型新能源汽车
浙HD01164,50,0,2019-09-12 21:47,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型新能源汽车
浙HDY936,100,2,2019-10-01 14:39,不按所需行进方向驶入导向车道的,解放路-城中路西口,已处理,已交款,小型汽车
浙HDY936,100,3,2019-09-30 15:30,机动车违反禁令标志指示的,中山路-民声路,已处理,已交款,小型汽车
浙HDY936,100,3,2019-08-20 09:31,机动车违反禁令标志指示的,鹿溪路新华路,已处理,已交款,小型汽车
浙HDY936,50,0,2018-08-31 15:17,不按规定临时停车影响其他车辆和行人通行的,江山市区南门路(南门路南一街路口至南门路南市街路口路段),已处理,已交款,小型汽车
浙HDY936,200,6,2018-04-07 12:11,驾驶机动车违反道路交通信号灯通行的,长江路/淞南路,已处理,已交款,小型汽车
浙HDY936,200,3,2018-03-14 08:29,违反禁令标志指示,卢浦大桥济阳路上匝道,已处理,已交款,小型汽车
浙HDY936,200,6,2018-02-13 20:25,驾驶机动车违反道路交通信号灯通行的,北环东路-齐门路由西向东（左侧车道）电子警察,已处理,已交款,小型汽车
浙HDY936,200,3,2018-01-18 19:43,违反禁令标志指示,逸仙高架东侧中山北一路入口匝道,已处理,已交款,小型汽车
浙HDZ023,50,0,2019-10-08 10:43,不按规定临时停车影响其他车辆和行人通行的,江山市区健身路(健身路江滨路路口),已处理,已交款,小型汽车
浙HDY961,200,6,2019-09-22 15:08,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,（京台高速）江山市江郎山出口连接线0001KM700M（清湖街道东儒村路段）,已处理,已交款,小型汽车
浙HDY961,100,3,2019-08-05 08:25,机动车违反禁令标志指示的,江山市区环城西路(环城西路的雪泉街路口),已处理,已交款,小型汽车
浙HDY961,100,2,2019-06-06 14:21,不按所需行进方向驶入导向车道的,凝秀北路-文教路南口,已处理,已交款,小型汽车
浙HDY961,100,3,2019-03-04 13:46,机动车违反禁令标志指示的,江山市区鹿溪路(鹿溪路环城南路路口至鹿溪路城中路路口路段),已处理,已交款,小型汽车
浙HDY961,100,6,2019-01-21 14:38,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,玉清大道900米,已处理,已交款,小型汽车
浙HDY961,200,3,2018-11-07 08:43,机动车逆向行驶的,滨江南路-经四路路口东口,已处理,已交款,小型汽车
浙HDY961,50,0,2018-06-19 10:46,不按规定临时停车影响其他车辆和行人通行的,江山市区航埠山路(航埠山路南三街口至景星路口路段),已处理,已交款,小型汽车
浙HDY967,200,6,2019-10-13 20:54,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,江山市莲华山大道与藕塘路交叉口,已处理,已交款,小型汽车
浙HDY967,100,2,2019-07-27 18:07,不按所需行进方向驶入导向车道的,朝阳路-文教路路口东口,已处理,已交款,小型汽车
浙HDY967,100,2,2019-07-14 14:47,不按所需行进方向驶入导向车道的,凝秀北路-文教路南口,已处理,已交款,小型汽车
浙HDY967,200,3,2019-03-25 14:20,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1812KM150M（205国道祝家路口）,已处理,已交款,小型汽车
浙HDY967,200,3,2019-03-06 19:06,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,双江线0028KM600M（江家至黄泥塘）,已处理,已交款,小型汽车
浙HDY967,100,3,2018-04-14 12:33,机动车违反禁止标线指示的,大成路-墩贺线南口,已处理,已交款,小型汽车
浙HDY953,100,2,2019-10-05 15:32,不按所需行进方向驶入导向车道的,凝秀南路-江城北路北口,已处理,已交款,小型汽车
浙HDY953,200,3,2019-08-19 20:20,违反禁止标线指示,金山大道与三清山大道,已处理,已交款,小型汽车
浙HDY953,150,6,2019-05-12 18:31,驾驶机动车违反道路交通信号灯通行的,环城西路-城中路北口,已处理,已交款,小型汽车
浙HDY953,100,2,2019-05-12 12:03,不按所需行进方向驶入导向车道的,江山市站前大道凝秀北路口南口,已处理,已交款,小型汽车
浙HDY953,50,0,2019-03-07 16:09,不按规定临时停车影响其他车辆和行人通行的,江山市区解放南路(解放南路南二街路口至南一街路口路段),已处理,已交款,小型汽车
浙HDY953,50,0,2019-02-25 13:22,不按规定临时停车影响其他车辆和行人通行的,江山市区礼贤路(火车站广场),已处理,已交款,小型汽车
浙HDY953,200,3,2019-01-25 13:17,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1812KM150M（205国道祝家路口）,已处理,已交款,小型汽车
浙HDY953,50,0,2018-07-29 12:18,不按规定临时停车影响其他车辆和行人通行的,云宾菜市场,已处理,已交款,小型汽车
浙HDY953,200,0,2018-06-13 12:25,不按规定停车,东川路碧江路东约50米,已处理,已交款,小型汽车
浙HDY953,200,3,2018-05-14 08:45,违反禁令标志指示,内环高架路内圈近锦绣路下匝道路段,已处理,已交款,小型汽车
浙HD00151,100,3,2019-10-04 13:42,机动车违反禁令标志指示的,（CQ）杨家巷-县西街路口单行线抓拍东口,已处理,已交款,小型新能源汽车
浙HDY962,100,3,2019-09-29 16:13,人行道不停车让行的,江山市区解放路(解放路城中路路口至雪泉街路口路段),已处理,已交款,小型汽车
浙HDY962,50,0,2018-07-19 14:41,不按规定临时停车影响其他车辆和行人通行的,18305须江路路段,已处理,已交款,小型汽车
浙HDY962,200,6,2018-06-17 13:50,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的,山深线1745KM800M永丰村,已处理,已交款,小型汽车
浙HDY962,150,6,2018-05-22 23:33,驾驶机动车违反道路交通信号灯通行的,贺滨路-大成路西口,已处理,已交款,小型汽车
浙HDY962,200,3,2018-03-22 11:58,驾驶中型以上载客载货汽车、危险物品运输车辆以外的其他机动车行驶超过规定时速10%未达20%的,山深线1812KM150M（205国道祝家路口）,已处理,已交款,小型汽车
浙HDY962,100,3,2018-03-12 17:16,机动车违反禁令标志指示的,贺康路单行线东口,已处理,已交款,小型汽车
